IDtig00008435.g89.t1 ec:1.1.1.195.cds
IDtig00008555.g1.t1 ec:1.11.1.7.cds
IDtig00008577.g102.t1 ec:1.11.1.7.cds
IDtig00008628.g66.t1 ec:1.1.1.195.cds
IDtig00009125.g122.t1 ec:2.1.1.104.cds
IDtig00009125.g125.t1 ec:1.11.1.7.cds
IDtig00009555.g136.t1 ec:2.1.1.104.cds
IDtig00010335.g56.t1 ec:1.11.1.7.cds
IDtig00010635.g29.t1 ec:1.1.1.195.cds
IDtig00011302.g52.t1 ec:2.1.1.104.cds
IDtig00011442.g123.t1 ec:1.1.1.195.cds
IDtig00011489.g25.t1 ec:2.1.1.104.cds
IDtig00011489.g26.t1 ec:1.1.1.195.cds
IDtig00011729.g99.t1 ec:2.1.1.104.cds
IDtig00011734.g122.t1 ec:2.3.1.133.cds
IDtig00011940.g35.t1 ec:1.11.1.7.cds
IDtig00011940.g36.t1 ec:2.1.1.104.cds
IDtig00012538.g86.t1 IDtig00012538.g86.t1.cds
IDtig00012560.g63.t1 ec:1.1.1.195.cds
IDtig00012716.g91.t1 ec:2.1.1.104.cds
IDtig00012740.g51.t1 ec:1.11.1.7.cds
IDtig00012761.g14.t1 ec:2.1.1.104.cds
IDtig00012859.g138.t1 ec:1.11.1.7.cds
IDtig00013071.g10.t1 ec:1.11.1.7.cds
IDtig00013135.g101.t1 ec:1.1.1.195.cds
IDtig00013436.g71.t1 ec:1.11.1.7.cds
IDtig00013669.g92.t1 ec:1.11.1.7.cds
IDtig00013708.g96.t1 ec:4.3.1.25.cds
IDtig00014142.g95.t1 ec:1.1.1.195.cds
IDtig00014203.g82.t1 ec:1.11.1.7.cds
IDtig00014416.g67.t1 ec:1.2.1.44.cds
IDtig00014485.g22.t1 ec:1.11.1.7.cds
IDtig00014521.g30.t1 ec:2.1.1.104.cds
IDtig00014825.g119.t1 ec:1.11.1.7.cds
IDtig00015160.g31.t1 ec:1.11.1.7.cds
IDtig00015668.g22.t1 ec:1.1.1.195.cds
IDtig00015668.g23.t1 ec:1.11.1.7.cds
IDtig00015767.g88.t1 ec:1.11.1.7.cds
IDtig00016715.g95.t1 ec:1.11.1.7.cds
IDtig00016715.g96.t1 ec:1.1.1.195.cds
IDtig00016883.g31.t1 ec:1.11.1.7.cds
IDtig00016924.g81.t1 ec:1.11.1.7.cds
IDtig00017093.g73.t1 ec:1.11.1.7.cds
IDtig00017114.g31.t1 ec:1.1.1.195.cds
IDtig00017502.g117.t1 ec:2.1.1.104.cds
IDtig00017819.g74.t1 ec:1.11.1.7.cds
IDtig00018065.g64.t1 ec:2.1.1.104.cds
IDtig00018101.g4.t1 ec:2.1.1.104.cds
IDtig00018220.g127.t1 ec:1.11.1.7.cds
IDtig00018781.g53.t1 ec:2.1.1.104.cds
IDtig00019242.g55.t1 ec:2.1.1.104.cds
IDtig00019267.g58.t1 ec:1.11.1.7.cds
IDtig00019829.g134.t1 ec:1.11.1.7.cds
IDtig00019849.g20.t1 ec:1.1.1.195.cds
IDtig00020112.g21.t1 ec:1.11.1.7.cds
IDtig00020781.g65.t1 ec:1.11.1.7.cds
IDtig00020846.g15.t1 ec:1.11.1.7.cds
IDtig00020887.g121.t1 ec:2.1.1.104.cds
IDtig00021770.g118.t1 ec:2.1.1.104.cds
IDtig00021933.g115.t1 ec:1.1.1.195.cds
IDtig00021933.g116.t1 ec:1.11.1.7.cds
IDtig00021933.g118.t1 ec:1.1.1.195.cds
IDtig00022233.g38.t1 ec:1.1.1.195.cds
IDtig00022447.g117.t1 ec:1.11.1.7.cds
IDtig00023347.g63.t1 ec:2.1.1.104.cds
IDtig00024719.g48.t1 ec:1.11.1.7.cds
IDtig00026326.g21.t1 ec:3.2.1.21.cds
IDtig00027182.g100.t1 ec:6.2.1.12.cds
IDtig00027220.g65.t1 ec:2.1.1.104.cds
IDtig00027423.g89.t1 ec:1.11.1.7.cds
IDtig00027884.g113.t1 ec:1.11.1.7.cds
IDtig00028473.g40.t1 ec:1.11.1.7.cds
IDtig00029332.g107.t1 ec:1.11.1.7.cds
IDtig00029478.g76.t1 ec:1.1.1.195.cds
IDtig00029694.g156.t1 ec:1.11.1.7.cds
IDtig00030365.g90.t1 ec:1.2.1.44.cds
IDtig00030742.g97.t1 ec:1.1.1.195.cds
IDtig00030761.g137.t1 ec:1.11.1.7.cds
IDtig00030885.g58.t1 ec:1.11.1.7.cds
IDtig00032661.g112.t1 ec:2.1.1.104.cds
IDtig00033153.g42.t1 ec:1.11.1.7.cds
IDtig00033153.g45.t1 ec:1.11.1.7.cds
IDtig00033490.g78.t1 ec:2.4.1.111.cds
IDtig00034030.g30.t1 ec:1.11.1.7.cds
IDtig00034030.g31.t1 ec:2.1.1.104.cds
IDtig00034314.g80.t1 ec:2.1.1.104.cds
IDtig00034323.g100.t1 ec:1.1.1.195.cds
IDtig00035106.g56.t1 ec:1.1.1.195.cds
IDtig00037167.g114.t1 ec:2.1.1.68.cds
IDtig00037167.g115.t1 ec:6.2.1.12.cds
IDtig00037206.g64.t1 ec:1.1.1.195.cds
IDtig00038859.g19.t1 ec:1.11.1.7.cds
IDtig00038859.g20.t1 ec:2.1.1.104.cds
IDtig00038859.g21.t1 ec:1.11.1.7.cds
IDtig00039411.g134.t1 ec:1.1.1.195.cds
IDtig00040513.g13.t1 ec:2.1.1.104.cds
IDtig00041399.g97.t1 ec:1.11.1.7.cds
IDtig00041399.g98.t1 ec:1.11.1.7.cds
IDtig00041549.g62.t1 ec:2.1.1.104.cds
IDtig00093681.g31.t1 ec:1.11.1.7.cds
IDtig00094212.g43.t1 ec:1.2.1.44.cds
IDtig00095927.g108.t1 ec:1.11.1.7.cds
IDtig00097535.g71.t1 ec:1.11.1.7.cds
IDtig00100309.g133.t1 ec:2.1.1.104.cds
IDtig00114388.g64.t1 ec:1.1.1.195.cds
IDtig00118994.g61.t1 ec:1.11.1.7.cds
IDtig00119461.g42.t1 ec:2.1.1.104.cds
IDtig00119881.g147.t1 ec:1.11.1.7.cds
IDtig00120493.g23.t1 ec:2.1.1.104.cds
IDtig00122505.g86.t1 ec:1.11.1.7.cds
IDtig00123074.g92.t1 ec:1.11.1.7.cds
IDtig00124773.g59.t1 ec:1.2.1.44.cds
IDtig00131161.g71.t1 ec:2.1.1.104.cds
IDtig00131161.g72.t1 ec:1.1.1.195.cds
IDtig00133252.g144.t1 ec:4.3.1.24.cds
IDtig00135999.g19.t1 ec:1.11.1.7.cds
IDtig00140704.g8.t1 ec:1.11.1.7.cds
IDtig00175538.g76.t1 ec:1.1.1.195.cds
IDtig00175543.g95.t1 ec:1.1.1.195.cds
IDtig00175543.g96.t1 ec:2.1.1.104.cds
IDtig00175986.g146.t1 ec:1.11.1.7.cds
IDtig00176050.g107.t1 ec:1.2.1.44.cds
IDtig00176050.g108.t1 ec:2.1.1.104.cds
IDtig00176256.g133.t1 ec:1.11.1.7.cds
IDtig00176263.g163.t1 ec:2.1.1.68.cds
IDtig00176449.g21.t1 ec:1.11.1.7.cds
IDtig00176558.g57.t1 ec:1.1.1.195.cds
IDtig00176765.g82.t1 ec:1.1.1.195.cds
IDtig00177307.g165.t1 ec:1.11.1.7.cds
IDtig00177328.g103.t1 ec:1.1.1.195.cds
IDtig00177506.g20.t1 ec:2.1.1.104.cds
IDtig00177911.g131.t1 ec:1.1.1.195.cds
IDtig00178428.g96.t1 ec:1.11.1.7.cds
IDtig00178507.g67.t1 ec:1.11.1.7.cds
IDtig00178637.g147.t1 ec:2.1.1.104.cds
IDtig00178637.g148.t1 ec:1.1.1.195.cds
IDtig00178637.g149.t1 ec:2.1.1.104.cds
IDtig00178637.g150.t1 ec:2.1.1.104.cds
IDtig00178782.g54.t1 ec:1.11.1.7.cds
IDtig00178793.g103.t1 ec:1.1.1.195.cds
IDtig00179029.g145.t1 ec:1.1.1.195.cds
IDtig00179544.g32.t1 ec:6.2.1.12.cds
IDtig00179678.g70.t1 ec:1.11.1.7.cds
IDtig00179745.g106.t1 ec:2.1.1.104.cds
IDtig00180265.g74.t1 ec:1.11.1.7.cds
IDtig00180654.g60.t1 ec:1.11.1.7.cds
IDtig00180705.g116.t1 ec:2.1.1.104.cds
IDtig00180705.g117.t1 ec:1.1.1.195.cds
IDtig00180777.g138.t1 ec:2.1.1.104.cds
IDtig00181811.g57.t1 ec:2.1.1.104.cds
IDtig00182071.g2.t1 ec:1.11.1.7.cds
IDtig00182238.g99.t1 ec:1.1.1.195.cds
IDtig00182617.g4.t1 ec:4.3.1.24.cds
IDtig01338166.g134.t1 ec:2.1.1.104.cds
IDtig01338278.g10.t1 ec:1.11.1.7.cds
IDtig01338278.g9.t1 ec:1.11.1.7.cds
IDtig01338325.g71.t1 ec:2.1.1.104.cds
IDtig01338588.g22.t1 ec:1.1.1.195.cds
IDtig01338665.g63.t1 ec:1.11.1.7.cds
IDtig01339413.g78.t1 ec:1.1.1.195.cds
IDtig01339413.g79.t1 ec:2.1.1.104.cds
IDtig01339689.g10.t1 ec:4.3.1.24.cds
IDtig01339800.g19.t1 ec:1.11.1.7.cds
IDtig01339895.g122.t1 ec:2.1.1.104.cds
IDtig01339896.g124.t1 ec:1.11.1.7.cds
IDtig01340030.g103.t1 ec:1.11.1.7.cds
IDtig01340085.g22.t1 ec:1.11.1.7.cds
IDtig01340086.g26.t1 ec:1.1.1.195.cds
IDtig01340086.g27.t1 ec:1.1.1.195.cds
IDtig01340086.g28.t1 ec:1.11.1.7.cds
IDtig01340086.g30.t1 ec:1.11.1.7.cds
IDtig01340849.g112.t1 ec:2.1.1.104.cds
IDtig01341783.g48.t1 ec:2.1.1.104.cds
IDtig01342162.g81.t1 ec:1.1.1.195.cds
IDtig01342348.g14.t1 ec:1.1.1.195.cds
IDtig01342691.g80.t1 ec:1.11.1.7.cds
IDtig01345479.g69.t1 ec:2.3.1.99.cds
IDtig01345480.g70.t1 ec:4.3.1.25.cds
IDtig01346268.g125.t1 ec:1.11.1.7.cds
IDtig01346599.g85.t1 ec:1.11.1.7.cds
